-218.690611658901872 -218.124105789689793 -217.745147861381810 -217.387723997997028 -179.538763089131834 -178.878051505067702 -146.807671967225303 -146.301931927097428 -18.585445516141316 -18.228021793058797
-218.690611660670044 -218.424264295143217 -218.168922830013116 -217.994683692389316 -217.908020781063470 -217.733703786946762 -217.715454556622831 -217.541005238982819 -217.478568888828619 -217.285847730373121
-218.690611667435405 -218.513804272981588 -218.319050972865142 -218.243960103661294 -218.101455897169132 -218.021522198903796 -217.907175371495072 -217.883368429749339 -217.829377666540779 -217.722735120459362
-218.690611678595246 -218.566920239007402 -218.433853106153975 -218.362288651980094 -218.276680762102103 -218.187359631080852 -218.113696382169593 -218.107770007577471 -218.013334611455122 -217.949500611472160
-218.690611690108341 -218.583299210866329 -218.469991483146600 -218.422298707157125 -218.336795705941711 -218.281136064337801 -218.215930287095887 -218.193001694891279 -218.133582659799259 -218.070160805163795
-218.690611696915511 -218.597873206414079 -218.506034161023308 -218.456368521507812 -218.399519740039523 -218.336190276140286 -218.290695294035487 -218.272812099482110 -218.207370083513325 -218.174801814764464
-218.690611710119583 -218.608107846937202 -218.528237539848959 -218.485370183603521 -218.433451059042767 -218.378232244951107 -218.337835472487797 -218.328981645249826 -218.265113273630220 -218.234972299828570
-218.690611719887187 -218.615925751748932 -218.546678809923066 -218.505507614956940 -218.463792942375932 -218.409363955523986 -218.372740543843605 -218.370585746784400 -218.306829511005105 -218.277822929038535
-218.690611724927635 -218.617696284691448 -218.550823391779545 -218.515871934192234 -218.470869480127277 -218.431667896860574 -218.385559881145952 -218.383132180151307 -218.338386682881008 -218.292017609433287
-218.690611726775614 -218.620912206007262 -218.558579450659352 -218.525503218558271 -218.483646238923541 -218.444519372065486 -218.405412400704449 -218.400586693764893 -218.355271443089379 -218.319751367293804
-218.690611727723450 -218.623141307708238 -218.564837972947743 -218.529537052671998 -218.494715281243259 -218.452654442680853 -218.419396755389045 -218.410773969223044 -218.367880471851578 -218.340372171327630
-218.690611728939700 -218.625316295593507 -218.570881267592796 -218.535795144726364 -218.504833021668162 -218.464528079189222 -218.432789371612671 -218.422275768258061 -218.385260273749395 -218.357078776518819
-218.690611730062244 -218.627276445958387 -218.576230146315879 -218.542268108914300 -218.514089743568434 -218.476921147507653 -218.445471492682458 -218.435623823294378 -218.404405591433317 -218.372874242834769
-218.690611731079031 -218.629006395860756 -218.581072303597438 -218.547758583850708 -218.522749674856328 -218.485537314662196 -218.458146326499218 -218.446887359396641 -218.416375522975471 -218.389534038406197
-218.690611731925713 -218.630117867175301 -218.584444168346806 -218.551681685070463 -218.528978532204064 -218.493210940521294 -218.467599269408936 -218.454815004679972 -218.428416876538108 -218.402677788952786
-218.690611733719891 -218.631310063315027 -218.587735635483398 -218.556434182002704 -218.535124612220926 -218.500883300638094 -218.477013804288589 -218.464845713140392 -218.439073867278097 -218.415485407288287
-218.690611735787684 -218.632214199776286 -218.590598900453159 -218.559595972623725 -218.540580942614071 -218.506477336229921 -218.485324762540245 -218.471683697193384 -218.447403692243427 -218.426581122265929
-218.690611738505197 -218.632984638996390 -218.592741482493665 -218.563633434124739 -218.544705527330763 -218.513916070154949 -218.491767624160047 -218.479969762752148 -218.458502693125610 -218.435488503834677
-218.690611741487317 -218.633679459506936 -218.594860702276350 -218.566488516365752 -218.548663365950972 -218.519356827148272 -218.497683825339038 -218.485826642902992 -218.466771769744810 -218.443286001502429
-218.690611744197781 -218.634392179176075 -218.596993224468207 -218.568881363204298 -218.552582159784350 -218.522996208146367 -218.503576376149709 -218.491701633621830 -218.471890863532650 -218.450956310276950
-218.690611747795344 -218.635263959194447 -218.599774779535437 -218.571889326669350 -218.557673598459331 -218.527914475800515 -218.511056869553585 -218.498462260433087 -218.478870115730331 -218.460575799136450
-218.690611751091268 -218.635988115045620 -218.602367744204457 -218.574777544388638 -218.562595090944740 -218.533273952694714 -218.518295935720801 -218.504402564783675 -218.486676578078573 -218.469877515399617
-218.690611753672329 -218.636495364157554 -218.604453475546478 -218.576914882225765 -218.566789318199426 -218.537680292892645 -218.524674702403843 -218.508805491967820 -218.493357734206427 -218.478338789665713
-218.690611756098974 -218.636861331898047 -218.606034476165007 -218.578806382850985 -218.570252688375604 -218.541538319664966 -218.530276229507564 -218.513629365612189 -218.499345101094178 -218.486034221537949
-218.690611757572441 -218.637029078369949 -218.606857184952986 -218.579943720142836 -218.572126633976637 -218.544553059124837 -218.533235304437483 -218.516264474514315 -218.504462582495250 -218.489683567385072
-218.690611759600102 -218.637192317062954 -218.607601894133779 -218.580957937053086 -218.573820858324069 -218.546804029428870 -218.535838361558632 -218.519159239635684 -218.508028898798841 -218.492406466443924
-218.690611760945558 -218.637291535937010 -218.608173404697851 -218.581383753688954 -218.575236704487367 -218.547681338428191 -218.538080907881096 -218.520341998974914 -218.509037099276952 -218.494889328840827
-218.690611762997577 -218.637379893327903 -218.608627808023471 -218.582069650535573 -218.576349900913726 -218.549496140948548 -218.539838845880098 -218.522231105885311 -218.511976991744945 -218.496910518379991
-218.690611765064205 -218.637452824196288 -218.609032209756236 -218.582517039474340 -218.577328819960400 -218.550549875235987 -218.541129661123819 -218.523573603038216 -218.513433685229899 -218.497637769904031
-218.690611767046533 -218.637530121303598 -218.609492912254780 -218.582963758795984 -218.578461711939809 -218.551604369913633 -218.542684002457406 -218.524752506060423 -218.514774994728270 -218.498988927460715
-218.690611769637428 -218.637597109803835 -218.609897383046643 -218.583369559637759 -218.579484045558786 -218.552526391510867 -218.544184065760618 -218.525819219481320 -218.515814435312819 -218.500587855057006
-218.690611773933853 -218.637672557957075 -218.610366414879252 -218.583894328530505 -218.580704524806578 -218.553853106739354 -218.545979551424523 -218.527512891018091 -218.517811799884356 -218.502548018673167
-218.690611778184149 -218.637711385068997 -218.610643146850492 -218.584184385206584 -218.581536913211977 -218.554748052589815 -218.547546456187206 -218.528423295882050 -218.519610556157090 -218.505123987469773
-218.690611782181833 -218.637731906700367 -218.610776012799107 -218.584295114858520 -218.581875786789595 -218.554864375145058 -218.548052000137147 -218.528740810382288 -218.519292513919794 -218.505902277678274
-218.690611790543073 -218.637750331393704 -218.610894191089159 -218.584406672798536 -218.582253181387443 -218.555113722669461 -218.548923869324625 -218.529045152790758 -218.519779938292999 -218.507674444602515
-218.690611796725307 -218.637760458719924 -218.610928916517167 -218.584444823080730 -218.582236994292344 -218.555065292322098 -218.548750013654285 -218.528981325633083 -218.519539586253870 -218.507490612931065
-218.690611803073836 -218.637763115147436 -218.610897857978586 -218.584386542603085 -218.581961134483265 -218.554567476141926 -218.547914113914061 -218.528556288860074 -218.518229844989236 -218.505892769048444
-218.690611810461860 -218.637762644817059 -218.610805649596159 -218.584273117170767 -218.581402044720505 -218.553815123940979 -218.546455833575351 -218.527875579237275 -218.516389575693523 -218.503338306520874
-218.690611816894148 -218.637752375159465 -218.610594655428145 -218.584068959331574 -218.580377332477667 -218.552748439807885 -218.543950911535489 -218.526957249322635 -218.513893124949107 -218.498869067632256
-218.690611826745680 -218.637723397013588 -218.610182008680056 -218.583723906681655 -218.578699366921086 -218.551170857447374 -218.540207936603906 -218.525354715569591 -218.510523685723541 -218.492453067210107
-218.690611834567136 -218.637699525736906 -218.609889297691808 -218.583237227721810 -218.577635980188774 -218.549201756916773 -218.538025600776763 -218.523755188215375 -218.506447826497407 -218.488888003782705
-218.690611851022595 -218.637649977030406 -218.609367964262333 -218.582750724299302 -218.575984843709648 -218.547688535149263 -218.535052574303194 -218.521780746697715 -218.503884247197135 -218.484748960541992
-218.690611863044040 -218.637592840964913 -218.608834613590716 -218.581996741038665 -218.574406466863167 -218.545035594073113 -218.532371467158441 -218.519721733366254 -218.499003454268063 -218.481270755535064
-218.690611878755817 -218.637482541350948 -218.607914766610406 -218.580874120171757 -218.571813254480759 -218.541704209035316 -218.527835245444379 -218.516836783542260 -218.493271692597773 -218.474710165235678
-218.690611892785881 -218.637326451516856 -218.606802778055055 -218.579853865018976 -218.568964417027985 -218.539064565793041 -218.523329506858943 -218.514006874665483 -218.489231100388395 -218.469409462884300
-218.690611905124484 -218.637184853933206 -218.605860417144100 -218.578812985943415 -218.566591052364629 -218.536342524453346 -218.519506104653402 -218.511222615296504 -218.484995782317156 -218.464814252677883
-218.690611910611523 -218.636961803534803 -218.604480490255725 -218.577333906493806 -218.563176150824347 -218.532370889967297 -218.513608000852486 -218.507773166312745 -218.478447153442687 -218.456827714928096
-218.690611911518658 -218.636851178754398 -218.603825898685216 -218.576186256350383 -218.561545569724927 -218.528981471578362 -218.510686067765761 -218.503271201310383 -218.472626530616708 -218.452743876800241
-218.690611911985371 -218.636472117474256 -218.601760167392342 -218.573134929108903 -218.556657512084740 -218.521845339871248 -218.502356091369194 -218.497046026407560 -218.460818294041047 -218.440077093149199
-218.690611912549002 -218.636004067082666 -218.599498292311523 -218.570623782635380 -218.551606432545952 -218.516613035721718 -218.494063176540948 -218.490210832103486 -218.452107471609764 -218.427997727305439
-218.690611912836260 -218.635658603224897 -218.597872489560189 -218.566401721363349 -218.547999681355122 -218.506346092167007 -218.488372432213168 -218.482719345171176 -218.435875455678030 -218.419020077673082
-218.690611913083984 -218.634717480560624 -218.593946746753119 -218.563477951638191 -218.539669034463117 -218.500599991399838 -218.475137841837636 -218.471668286421902 -218.425952033289434 -218.399405770081131
-218.690611913312352 -218.634072217366452 -218.591290102639533 -218.559468771058192 -218.533991835098249 -218.491829028335644 -218.465822945340079 -218.461597534851620 -218.411513745262823 -218.384873189922473
-218.690611914347869 -218.632143651800135 -218.584317477002372 -218.551846231850902 -218.520099742828961 -218.475957597868472 -218.447752965272514 -218.441426177761855 -218.386999850113625 -218.353137296847592
-218.690611914346363 -218.613105890986446 -218.537025520933753 -218.490257342954607 -218.435081530823908 -218.388312320475450 -218.314545354065700 -218.312233384326021 -218.267774783167027 -218.234258164849336
-218.690611914346334 -218.587641594122573 -218.480249677665114 -218.414878041446286 -218.341025014066730 -218.275653377545638 -218.184486408518922 -218.168261463022844 -218.119114771695962 -218.065291028674665
-218.690611914346192 -218.536982014283524 -218.376301849521269 -218.275896996195087 -218.181563163132552 -218.081158309804465 -217.984424095745027 -217.920478145052698 -217.884019172765193 -217.816291793162378
