-65.800128389349894 -65.361294467834014 -64.396318082917972
-65.800128389362470 -65.501167556950278 -64.986072740948956
-65.800128389383914 -65.559626035209291 -65.242750801668464
-65.800128389439067 -65.593666280411611 -65.394060739501512
-65.800128389487767 -65.602150487750194 -65.432260690719190
-65.800128389520026 -65.606024763794494 -65.450287625191010
-65.800128389561110 -65.609197665571742 -65.464946436967509
-65.800128389603174 -65.611452485842193 -65.475482370300710
-65.800128389671073 -65.614399239127039 -65.489237055083748
-65.800128389717301 -65.615869208420833 -65.496272805660041
-65.800128389786352 -65.617352097947077 -65.503540184203601
-65.800128389830704 -65.618097298631881 -65.507230213530150
-65.800128389879958 -65.618766018564315 -65.510526838952160
-65.800128389963533 -65.619674575496603 -65.515150805196029
-65.800128390061460 -65.620523076285011 -65.519565885008419
-65.800128390165526 -65.621222641915850 -65.523295698543990
-65.800128390272619 -65.621829679574489 -65.526634508860369
-65.800128390406314 -65.622475987337083 -65.530352660733925
-65.800128390492574 -65.622826695295231 -65.532460280089111
-65.800128390589407 -65.623189344180545 -65.534761268063647
-65.800128390628515 -65.623324348864060 -65.535661276449858
-65.800128390701786 -65.623527429257365 -65.537082399190624
-65.800128390767355 -65.623679862647805 -65.538204470380521
-65.800128390811111 -65.623757261602393 -65.538808491425939
-65.800128390844435 -65.623815539437530 -65.539288493774364
-65.800128390877077 -65.623856212621547 -65.539631946429182
-65.800128390906806 -65.623888603223179 -65.539915506484903
-65.800128390933551 -65.623910721162304 -65.540111314701392
-65.800128390948743 -65.623919918374540 -65.540186814305457
-65.800128390960523 -65.623923751656591 -65.540204811328934
-65.800128390968098 -65.623922564058248 -65.540164384125219
-65.800128390973811 -65.623916613586232 -65.540063808975091
-65.800128390975516 -65.623904263571262 -65.539885515263336
-65.800128390976880 -65.623882078797990 -65.539589771044334
-65.800128390977392 -65.623847588138176 -65.539162944193180
-65.800128390977562 -65.623797267494595 -65.538583599568256
-65.800128390977576 -65.623714235641003 -65.537706160220253
-65.800128390977690 -65.623571755935714 -65.536349829500367
-65.800128390977747 -65.623377894513638 -65.534660409491195
-65.800128390977846 -65.622590368825826 -65.528958826810509
-65.800128390977818 -65.620969506239760 -65.518979711827214
-65.800128390977875 -65.619802193332049 -65.512481045489650
-65.800128390977932 -65.618320679796199 -65.504660788362429
-65.800128390977960 -65.616434953594492 -65.495119069079365
-65.800128390977875 -65.606937105853135 -65.451124960968059
-65.800128390977918 -65.589868204756883 -65.375576511742096
-65.800128390977932 -65.559769161518034 -65.243211803565501
-65.800128390977932 -65.501191557910190 -64.986131126944940
-65.800128390977918 -65.361300158406891 -64.396327381061852
-65.800128390977918 -65.361300158406948 -64.396327381061781
-65.800128390977946 -65.501191557910062 -64.986131126953381
-65.800128390977960 -65.559769161518346 -65.243211803941648
-65.800128390977932 -65.589868204756939 -65.375576511805249
-65.800128390977903 -65.606937105853405 -65.451124960969722
-65.800128390977960 -65.616434953591892 -65.495119068779786
-65.800128390977932 -65.618320679796796 -65.504660788513718
-65.800128390977889 -65.619802193204819 -65.512481043993517
-65.800128390977903 -65.620969506247704 -65.518979712748333
-65.800128390977889 -65.622590368865275 -65.528958827327003
-65.800128390977889 -65.623377894702713 -65.534660407768129
-65.800128390977846 -65.623571759525973 -65.536349835309025
-65.800128390977804 -65.623714240031703 -65.537706213025956
-65.800128390977804 -65.623797279520844 -65.538583740462499
-65.800128390977775 -65.623847627448214 -65.539163389890760
-65.800128390977818 -65.623882240651383 -65.539591584765631
-65.800128390977832 -65.623904786006946 -65.539891223756271
-65.800128390977875 -65.623917612995641 -65.540074560042029
-65.800128390977832 -65.623925906353847 -65.540199486404191
-65.800128390977818 -65.623930848990284 -65.540277841747653
-65.800128390977832 -65.623933803298470 -65.540326745765938
-65.800128390977846 -65.623935442204299 -65.540354933183892
-65.800128390977875 -65.623936447320418 -65.540372583779785
-65.800128390978003 -65.623937049846134 -65.540383398371432
-65.800128390977946 -65.623937351900977 -65.540388895319538
-65.800128390977974 -65.623937458005756 -65.540390760042385
-65.800128390978003 -65.623937435426413 -65.540390085468459
-65.800128390978074 -65.623937279674124 -65.540386703285947
-65.800128390978060 -65.623936914956403 -65.540379195649166
-65.800128390978074 -65.623936184383439 -65.540364763068865
-65.800128390978031 -65.623934797254662 -65.540338564851822
-65.800128390978031 -65.623932241718308 -65.540292688810695
-65.800128390978045 -65.623927625479666 -65.540214477410501
-65.800128390978017 -65.623901011584294 -65.539818225449238
-65.800128390978017 -65.623871391844261 -65.539427710420810
-65.800128390978088 -65.623821681356034 -65.538832528162345
-65.800128390978088 -65.623745162589287 -65.537996676707039
-65.800128390978060 -65.623627377539549 -65.536826043315372
-65.800128390978102 -65.623443037251121 -65.535167586863992
-65.800128390978088 -65.623171971879415 -65.532953766918368
-65.800128390978045 -65.622166871722712 -65.526137371561461
-65.800128390978060 -65.619914841495174 -65.513046483287098
-65.800128390978131 -65.618365551735593 -65.504871923796713
-65.800128390978202 -65.616460228428224 -65.495233381830531
-65.800128390978216 -65.606937375116303 -65.451126051919232
-65.800128390978259 -65.589868207166731 -65.375576521029018
-65.800128390978315 -65.559769161544622 -65.243211803566268
-65.800128390978358 -65.501191557911213 -64.986131126954319
-65.800128390978344 -65.361300158407346 -64.396327381062406
