-253.923729527625568 -253.399088046974867
-253.923729530021319 -253.658600339160216
-253.923729595493285 -253.758453776940911
-253.923729831063156 -253.799147104506687
-253.923730122940498 -253.812660513180361
-253.923730404561837 -253.822534828396812
-253.923730674215022 -253.826220094507022
-253.923730957560366 -253.829505366500115
-253.923731248803279 -253.832423777197079
-253.923731550183703 -253.834836508067980
-253.923731876481781 -253.837104078702737
-253.923732240618875 -253.838938473630549
-253.923732769097171 -253.841415000403572
-253.923733239139750 -253.843270812537554
-253.923733729918268 -253.844968614920504
-253.923734096406577 -253.845995817444816
-253.923734298658246 -253.846457646463449
-253.923734650318494 -253.847308104463281
-253.923735213028920 -253.848551073783625
-253.923735655942238 -253.849472606331034
-253.923736283221103 -253.850557873777689
-253.923736701388748 -253.851163993975717
-253.923736979952963 -253.851612719086148
-253.923737516729148 -253.852327391149828
-253.923737895466871 -253.852823688808598
-253.923738455601040 -253.853473441906800
-253.923739005896522 -253.854063735238014
-253.923739353924844 -253.854428115718719
-253.923739892772062 -253.854953246249551
-253.923740566252320 -253.855542047536630
-253.923741079521307 -253.855971457433753
-253.923741650305203 -253.856410392016699
-253.923742136425915 -253.856750448621170
-253.923742688859477 -253.857122386526839
-253.923743306539677 -253.857510736594236
-253.923743769326933 -253.857799573329856
-253.923744285037884 -253.858090388374052
-253.923744724076840 -253.858323474823095
-253.923745260267111 -253.858601231945414
-253.923745818555744 -253.858870136199727
-253.923746388351390 -253.859121695464751
-253.923746996133843 -253.859379823331494
-253.923747479271697 -253.859576785179115
-253.923747966598739 -253.859763611596435
-253.923748310697135 -253.859892179526724
-253.923748770721971 -253.860055078065756
-253.923749317870659 -253.860234274119676
-253.923749679085148 -253.860350302589922
-253.923750083530962 -253.860472056806202
-253.923750444238834 -253.860576786984382
-253.923750704676110 -253.860650303036550
-253.923751020041180 -253.860732708400803
-253.923751375484585 -253.860820479409313
-253.923751671061353 -253.860891803587720
-253.923751957844559 -253.860956313501362
-253.923752140833699 -253.860995740284665
-253.923752369081399 -253.861042415605510
-253.923752530302323 -253.861073196796951
-253.923752664219023 -253.861097475596239
-253.923752815954714 -253.861123720439736
-253.923752930457027 -253.861141285437100
-253.923753026976613 -253.861154530980969
-253.923753115639101 -253.861164872722298
-253.923753189504879 -253.861172100374091
-253.923753244535078 -253.861175096455440
-253.923753289776045 -253.861175216222080
-253.923753342970031 -253.861174085803867
-253.923753379448812 -253.861170336624411
-253.923753403976804 -253.861163835089229
-253.923753423690300 -253.861155325023248
-253.923753436067386 -253.861141543269099
-253.923753453910223 -253.861125236933674
-253.923753462539025 -253.861107800636375
-253.923753468251476 -253.861087080223740
-253.923753472486680 -253.861061362582518
-253.923753475012631 -253.861031108640020
-253.923753476598648 -253.860995904869071
-253.923753477698085 -253.860953725492863
-253.923753478189980 -253.860899695365447
-253.923753478708107 -253.860827830250429
-253.923753478924283 -253.860748384812183
-253.923753479065653 -253.860644738285004
-253.923753479129005 -253.860525163085214
-253.923753479168965 -253.860375150797609
-253.923753479187837 -253.860192622651596
-253.923753479198211 -253.859966170741785
-253.923753479205061 -253.859662887806877
-253.923753479214412 -253.859283195245581
-253.923753479239053 -253.858797526646242
-253.923753479257613 -253.858197235111646
-253.923753479263553 -253.857439643341905
-253.923753479264832 -253.853004862452849
-253.923753479265343 -253.850886618624173
-253.923753479265571 -253.848306173716281
-253.923753479265514 -253.835400509449869
-253.923753479265372 -253.810535072449255
-253.923753479265400 -253.762480150010219
-253.923753479265429 -253.660713991733161
-253.923753479265457 -253.399903688917448
-253.923753479265457 -253.399903688917533
-253.923753479265486 -253.660713991731797
-253.923753479265457 -253.762480149590715
-253.923753479265287 -253.810535074786884
-253.923753479265571 -253.835400512883979
-253.923753479265542 -253.848306174289434
-253.923753479265457 -253.850886618750792
-253.923753479265713 -253.853004867302701
-253.923753479265770 -253.857439643037992
-253.923753479265571 -253.858197220078836
-253.923753479265571 -253.858797534898798
-253.923753479265571 -253.859283203944472
-253.923753479265542 -253.859662890059241
-253.923753479265486 -253.859966172214257
-253.923753479265542 -253.860192635177242
-253.923753479265628 -253.860375145439349
-253.923753479265969 -253.860525163816419
-253.923753479265997 -253.860644745611012
-253.923753479265883 -253.860748388218809
-253.923753479266111 -253.860827852760337
-253.923753479265883 -253.860899748639866
-253.923753479265770 -253.860953744878486
-253.923753479265599 -253.860996039538662
-253.923753479266026 -253.861031373500424
-253.923753479266310 -253.861061753846457
-253.923753479266139 -253.861087887922452
-253.923753479265940 -253.861109111447348
-253.923753479266026 -253.861127382499319
-253.923753479266736 -253.861145478433173
-253.923753479266878 -253.861160603173687
-253.923753479266594 -253.861171373556232
-253.923753479266196 -253.861180753952766
-253.923753479267504 -253.861189143729774
-253.923753479268186 -253.861197321938818
-253.923753479268186 -253.861203401391833
-253.923753479267191 -253.861208374931323
-253.923753479268612 -253.861212547076946
-253.923753479269493 -253.861216227177039
-253.923753479269919 -253.861219093782978
-253.923753479271227 -253.861221622781216
-253.923753479272335 -253.861223893603579
-253.923753479273017 -253.861225518416518
-253.923753479275007 -253.861227157289392
-253.923753479277110 -253.861228517203841
-253.923753479279043 -253.861229493715911
-253.923753479281544 -253.861230418489896
-253.923753479284301 -253.861231189191869
-253.923753479288649 -253.861231951231588
-253.923753479293055 -253.861232539033722
-253.923753479295897 -253.861232946641849
-253.923753479299535 -253.861233269133407
-253.923753479303628 -253.861233566219255
-253.923753479308232 -253.861233811409335
-253.923753479313405 -253.861233998043730
-253.923753479319032 -253.861234166405808
-253.923753479323665 -253.861234249673885
-253.923753479328695 -253.861234305655330
-253.923753479333811 -253.861234299389650
-253.923753479337051 -253.861234267157585
-253.923753479342395 -253.861234180500276
-253.923753479346033 -253.861234056341090
-253.923753479348534 -253.861233856602439
-253.923753479351774 -253.861233574505576
-253.923753479353763 -253.861233206163462
-253.923753479355526 -253.861232687888844
-253.923753479356691 -253.861232015837402
-253.923753479358339 -253.861231208731908
-253.923753479359306 -253.861230098044075
-253.923753479360442 -253.861228632492129
-253.923753479361181 -253.861226772977034
-253.923753479361721 -253.861224339626006
-253.923753479362261 -253.861221256400825
-253.923753479362318 -253.861217242911977
-253.923753479362489 -253.861212033015278
-253.923753479362460 -253.861204910034530
-253.923753479362290 -253.861196265557936
-253.923753479362347 -253.861185089612320
-253.923753479361920 -253.861170982910807
-253.923753479362347 -253.861152328021092
-253.923753479362148 -253.861125581804345
-253.923753479361949 -253.861093205604135
-253.923753479361892 -253.861051626473738
-253.923753479361750 -253.860998551511187
-253.923753479362091 -253.860930727723712
-253.923753479362063 -253.860833842297978
-253.923753479361920 -253.860479633778994
-253.923753479362034 -253.859860262604315
-253.923753479361949 -253.859421392372639
-253.923753479361608 -253.858930270994364
-253.923753479361523 -253.858292605940619
-253.923753479361636 -253.857523939893639
-253.923753479361579 -253.855008739600208
-253.923753479361466 -253.851030495192902
-253.923753479361721 -253.848349284914804
-253.923753479361750 -253.835401172654144
-253.923753479361352 -253.810535116514814
-253.923753479361324 -253.762480165654495
-253.923753479361324 -253.660713998551898
-253.923753479361238 -253.399903691767094
